Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",0,4.18,Tor Books,Mass Market Paperback,814,1990,1990,,2012/10/18,to-read,to-read (#116),to-read,,,,0,,,0,,,,,
15741401,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",3,4.21,Del Rey Books,ebook,178,2005,1980,2013/05/11,2010/10/13,,,read,,,,1,,,0,,,,,
21326,"Fables, Vol. 1: Legends in Exile",Bill Willingham,"Willingham, Bill","Lan Medina, Steve Leialoha, Terry Moore, Mike Allred, Mark Buckingham, Matthew Sturges, Russ Braun, Craig Hamilton, James Jean, Tony Akins, Eric Shanower, Shawn McManus, Jae Lee, Chrissie Zullo, David Petersen","=""1563899426""","=""9781563899423""",0,3.97,Vertigo,Paperback,128,2002,2002,,2013/05/04,to-read,to-read (#115),to-read,,,,0,,,0,,,,,
7047826,Breaking the Silence,Yasuko Takezawa,"Takezawa, Yasuko",,"=""0801481813""","=""9780801481819""",4,3.60,Cornell University Press,Paperback,248,1995,1994,2013/04/29,2013/04/29,,,read,,,,1,,,0,,,,,
888364,AINU DREAMS,George Quasha,"Quasha, George",,"=""1581770537""","=""9781581770537""",4,4.00,"Barrytown/Station Hill Press, Inc.",Paperback,144,1999,1999,2013/04/28,2013/04/24,,,read,,,,1,,,0,,,,,
1869,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,"Ehrenreich, Barbara",,"=""0805063897""","=""9780805063899""",1,3.63,Owl Books (Henry Holt),Paperback,240,2002,2001,2013/04/27,2013/02/25,,,read,,,,1,,,0,,,,,
1206321,Micromotives and Macrobehaviour (Fels Lectures on Public Policy Analysis),Thomas C. Schelling,"Schelling, Thomas C.",,"=""0393090094""","=""9780393090093""",4,4.03,W W Norton,Paperback,252,1980,1978,2013/04/23,2013/04/23,,,read,,,,1,,,0,,,,,
38382,Ring,Kōji Suzuki,"Suzuki, Kōji",,"=""0007178859""","=""9780007178858""",0,3.82,HarperCollins,Paperback,392,2005,1991,,2013/04/19,to-read,to-read (#114),to-read,,,,0,,,0,,,,,
33795,Caucasia,Danzy Senna,"Senna, Danzy",,"=""1573227161""","=""9781573227162""",3,4.04,Riverhead Books,Paperback,413,1999,1998,2013/04/14,2013/01/11,,,read,,,,1,,,0,,,,,
58547,Journals,Kurt Cobain,"Cobain, Kurt",,"=""157322359X""","=""9781573223591""",2,3.99,Riverhead Books,Hardcover,304,2003,2002,2013/04/07,2010/10/16,,,read,,,,1,,,0,,,,,
15998151,The Legend of Sleepy Hollow,Washington Irving,"Irving, Washington",,"=""""","=""""",3,3.73,WOWIO Books,ebook,81,2007,1820,2013/03/04,2012/04/11,,,read,,,,1,,,0,,,,,
1980318,The European Union Since 1945,Alasdair Blair,"Blair, Alasdair",,"=""0582423937""","=""9780582423930""",2,3.00,Pearson,Paperback,200,2005,2005,2013/04/05,2013/02/25,,,read,,,,1,,,0,,,,,
64229,"Maus: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,"Spiegelman, Art",,"=""0394747232""","=""9780394747231""",5,4.35,Pantheon,Paperback,160,1986,1985,2013/04/05,2013/03/28,,,read,,,,1,,,0,,,,,
2007832,Men Who March Away,Ian M. Parsons,"Parsons, Ian M.",,"=""0701122765""","=""9780701122768""",3,4.07,Chatto & Windus,Paperback,192,1987,1965,2012/03/24,2012/03/23,,,read,,,,1,,,0,,,,,
260683,Scattered Poems,Jack Kerouac,"Kerouac, Jack",William S. Burroughs,"=""0872860647""","=""9780872860643""",2,3.73,City Lights Books,Paperback,88,2001,1971,2013/04/03,2013/04/02,,,read,,,,1,,,0,,,,,
3310291,Разкази,Elin Pelin,"Pelin, Elin",Елин Пелин,"=""9545273240""","=""""",1,4.34,Дамян Яков,Paperback,264,2006,1899,2011/03/13,2011/03/03,,,read,,,,1,,,0,,,,,
33456,"A Dirty Job (Grim Reaper, #1)",Christopher Moore,"Moore, Christopher",,"=""0060590270""","=""9780060590277""",0,4.06,William Morrow,Hardcover,387,2006,2006,,2013/04/01,to-read,to-read (#113),to-read,,,,0,,,0,,,,,
75812,The Closing of the American Mind,Allan Bloom,"Bloom, Allan",,"=""0671657151""","=""9780671657154""",0,3.76,Simon & Schuster,Paperback,392,1988,1987,,2013/03/29,to-read,to-read (#112),to-read,,,,0,,,0,,,,,
820698,Jonathan Livingston Seagull,Richard Bach,"Bach, Richard",,"=""0330236474""","=""9780330236478""",4,3.84,Pan Books,Paperback,93,1973,1970,2013/03/28,2013/03/14,,,read,,,,1,,,0,,,,,
81668,Reality Sandwiches,Allen Ginsberg,"Ginsberg, Allen",,"=""0872860213""","=""9780872860216""",1,3.95,City Lights,Paperback,104,2001,1963,2013/03/28,2013/03/26,,,read,,,,1,,,0,,,,,
18413,Utopia,Thomas More,"More, Thomas",Clarence H. Miller,"=""0300084293""","=""9780300084290""",3,3.54,Yale University Press,Paperback,200,2001,1516,2013/03/24,2010/10/13,,,read,,,,1,,,0,,,,,
6796708,Footnotes in Gaza,Joe Sacco,"Sacco, Joe",,"=""0805073477""","=""9780805073478""",0,4.30,Metropolitan Books,Hardcover,432,2009,2009,,2013/03/22,to-read,to-read (#111),to-read,,,,0,,,0,,,,,
5941033,Let the Great World Spin,Colum McCann,"McCann, Colum",,"=""1400063736""","=""9781400063734""",0,3.95,Random House,Hardcover,351,2009,2009,,2013/03/22,to-read,to-read (#110),to-read,,,,0,,,0,,,,,
7705976,Murder Ballads,Nick Cave,"Cave, Nick",,"=""0711958157""","=""9780711958159""",5,4.62,Wise,,47,1996,1996,2013/03/21,2013/03/21,,,read,,,,1,,,0,,,,,
1864618,Железният светилник,Димитър Талев,"Талев, Димитър",,"=""0805750134""","=""9780805750133""",4,4.45,"Издателство ""Български писател""",Hardcover,368,1972,1952,2011/04/13,2010/10/25,,,read,,,,1,,,0,,,,,
1062392,"Vacances dans le coma (Marc Marronnier, #2)",Frédéric Beigbeder,"Beigbeder, Frédéric",,"=""2253140708""","=""9782253140702""",1,3.11,Livre de Poche,Paperback,150,2008,1994,2010/12/11,2010/11/18,,,read,,,,1,,,0,,,,,
278280,"River of Gods (India 2047, #1)",Ian McDonald,"McDonald, Ian",,"=""1591024366""","=""9781591024361""",0,3.91,Pyr,Hardcover,597,2006,2004,,2013/03/17,to-read,to-read (#107),to-read,,,,0,,,0,,,,,
40445,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,"Morgan, Richard K.",,"=""0345457692""","=""""",0,4.05,Del Rey / Ballantine Books,Mass Market Paperback,526,2006,2002,,2013/03/17,to-read,to-read (#108),to-read,,,,0,,,0,,,,,
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",0,4.24,Bantam Spectra,Mass Market Paperback,482,1990,1989,,2013/03/17,to-read,to-read (#109),to-read,,,,0,,,0,,,,,
13538873,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,"Sloan, Robin",,"=""0374214913""","=""9780374214913""",0,3.75,"Farrar, Straus and Giroux",Hardcover,288,2012,2012,,2013/03/16,to-read,to-read (#105),to-read,,,,0,,,0,,,,,
11890816,"The Gods of Gotham (Timothy Wilde, #1)",Lyndsay Faye,"Faye, Lyndsay",,"=""0399158375""","=""9780399158377""",0,3.88,Amy Einhorn Books/Putnam,Hardcover,408,2012,2012,,2013/03/16,to-read,to-read (#106),to-read,,,,0,,,0,,,,,
43369,God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,"Hitchens, Christopher",,"=""0446579807""","=""9780446579803""",0,3.97,Twelve,Hardcover,307,2007,2007,,2013/03/14,to-read,to-read (#104),to-read,,,,0,,,0,,,,,
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0060530928""","=""9780060530921""",0,4.14,HarperCollins,Hardcover,307,2008,2008,,2013/03/13,to-read,to-read (#103),to-read,,,,0,,,0,,,,,
52878,Indian Killer,Sherman Alexie,"Alexie, Sherman",,"=""009926823X""","=""9780099268239""",0,3.78,Vintage,Paperback,432,1998,1996,,2013/03/13,to-read,to-read (#102),to-read,,,,0,,,0,,,,,
2475251,The Cellist of Sarajevo,Steven Galloway,"Galloway, Steven",,"=""1594489866""","=""9781594489860""",0,4.03,Riverhead Hardcover,Hardcover,235,2008,2008,,2013/03/13,to-read,to-read (#101),to-read,,,,0,,,0,,,,,
838527,A Man Without a Country,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0747584060""","=""9780747584063""",5,4.08,Bloomsbury Publishing PLC,Hardcover,145,2006,2005,2013/03/12,2010/10/16,,,read,,,,1,,,0,,,,,
14060956,Tristessa,Jack Kerouac,"Kerouac, Jack",,"=""""","=""""",2,3.69,Penguin Books,Paperback,96,1992,1960,2013/03/11,2013/01/01,,,read,,,,1,,,0,,,,,
366524,Call It Sleep,Henry Roth,"Roth, Henry","Alfred Kazin, Hana Wirth-Nesher","=""0374522928""","=""9780374522926""",0,3.83,"Farrar, Straus and Giroux",Paperback,462,1994,1934,,2013/03/10,to-read,to-read (#100),to-read,,,,0,,,0,,,,,
23534,Love Is a Dog from Hell,Charles Bukowski,"Bukowski, Charles",,"=""0876853629""","=""9780876853627""",3,4.13,Ecco (An Imprint of HarperCollinsPublishers),Paperback,312,2003,1977,2013/02/12,2013/01/28,time-wasted,time-wasted (#14),read,,,,1,,,0,,,,,
8149212,Rip Van Winkle,Washington Irving,"Irving, Washington",,"=""""","=""""",3,3.61,,Kindle Edition,31,,1819,2013/03/06,2013/03/03,,,read,,,,1,,,0,,,,,
440707,Roanoke Island: The Beginnings of English America,David Stick,"Stick, David",State of North Carolina (USA),"=""0807841102""","=""9780807841105""",3,3.85,University of North Carolina Press,Paperback,280,1983,1983,2013/02/26,2013/02/26,,,read,,,,1,,,0,,,,,
460632,Messages Men Hear: Constructing Masculinities,Ian M. Harris,"Harris, Ian M.",,"=""0748402306""","=""9780748402304""",3,3.50,Taylor & Francis,Paperback,224,1995,1995,2013/02/24,2013/02/24,,,read,,,,1,,,0,,,,,
162520,Rimbaud and Jim Morrison: The Rebel as Poet,Wallace Fowlie,"Fowlie, Wallace",,"=""0822314452""","=""9780822314455""",1,3.76,Duke University Press Books,Paperback,144,1994,1994,2012/05/09,2012/05/03,time-wasted,time-wasted (#10),read,,,,1,,,0,,,,,
2262521,The Rape of the Lock,Alexander Pope,"Pope, Alexander",,"=""1557429162""","=""9781557429162""",2,3.57,Wildside Press,Paperback,53,2006,1717,2013/01/03,2013/01/02,time-wasted,time-wasted (#4),read,,,,1,,,0,,,,,
53913,The Little Ice Age: How Climate Made History 1300-1850,Brian M. Fagan,"Fagan, Brian M.",,"=""0465022723""","=""9780465022724""",4,3.86,Basic Books,Paperback,272,2001,2000,2013/02/20,2013/02/18,,,read,,,,1,,,0,,,,,
10806740,Kiss Kiss,Roald Dahl,"Dahl, Roald",,"=""""","=""""",4,4.09,Penguin,Paperback,231,,1959,2013/02/12,2013/01/01,,,read,,,,1,,,0,,,,,
13642710,"Nexus (Nexus, #1)",Ramez Naam,"Naam, Ramez",,"=""0857662937""","=""9780857662934""",0,4.05,Angry Robot,Paperback,460,2012,2012,,2013/02/09,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
186444,"Dreams Underfoot (Newford, #1)",Charles de Lint,"Lint, Charles de",,"=""0765306794""","=""9780765306791""",0,4.12,Orb Books,Paperback,416,2003,1993,,2013/01/28,to-read,to-read (#98),to-read,,,,0,,,0,,,,,
829244,International History of the Twentieth Century,Antony Best,"Best, Antony","Jussi M. Hanhimäki, Joseph A. Maiolo, Kirsten E. Schulze","=""0415207401""","=""9780415207409""",5,4.16,Routledge,Paperback,531,2003,2000,2013/01/12,2012/09/23,,,read,,,,1,,,0,,,,,
6563892,Factotum,Charles Bukowski,"Bukowski, Charles",,"=""""","=""""",4,3.94,,Kindle Edition,205,,1975,2013/01/13,2013/01/06,,,read,,,,1,,,0,,,,,
7686578,D.J.: Апокалипсисът идва в 6 вечерта,Georgi Gospodinov,"Gospodinov, Georgi",,"=""954491594X""","=""9789544915940""",5,3.99,Жанет 45,Paperback,112,2010,2010,2013/01/07,2010/10/25,,,read,,,,1,,,0,,,,,
72003,Angels in America,Tony Kushner,"Kushner, Tony",,"=""1559362316""","=""9781559362313""",5,4.33,Theatre Communications Group,Paperback,304,2003,1993,2012/10/23,2011/10/20,,,read,,,,1,,,0,,,,,
779021,The Happy Prince and Other Tales,Oscar Wilde,"Wilde, Oscar",,"=""0679444734""","=""9780679444732""",4,4.14,Everyman's Library,Hardcover,96,1995,1888,2012/04/01,2012/03/31,,,read,,,,1,,,0,,,,,
4090872,"International Organization: Polity, Politics and Policies",Volker Rittberger,"Rittberger, Volker","Bernhard Zangl, Matthias Staisch","=""0333721284""","=""9780333721285""",2,3.44,Palgrave Macmillan,Paperback,264,2006,2006,2013/01/02,2012/11/05,,,read,,,,1,,,0,,,,,
372929,Lévi-Strauss Today: An Introduction to Structural Anthropology,Robert Deliège,"Deliège, Robert",Nora Scott,"=""1859738389""","=""9781859738382""",1,3.06,Bloomsbury Academic,Paperback,192,2004,2001,2013/01/02,2012/12/29,time-wasted,time-wasted (#20),read,,,,1,,,0,,,,,
8482596,Ape and Essence,Aldous Huxley,"Huxley, Aldous",,"=""""","=""""",4,3.76,Chatto & Windus,Hardcover,153,1951,1948,2013/01/01,2012/12/20,,,read,,,,1,,,0,,,,,
3372279,The Doors of Perception,Aldous Huxley,"Huxley, Aldous",,"=""0060801719""","=""9780060801717""",5,3.94,HarperCollins Publishers,Paperback,79,1970,1954,2012/12/21,2012/12/19,,,read,,,,1,,,0,,,,,
57901,Lonesome Traveler,Jack Kerouac,"Kerouac, Jack",,"=""0141184906""","=""9780141184906""",0,3.77,Penguin Books,Paperback,157,2000,1960,,2012/12/31,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
6273259,The Man Who Would Be King,Rudyard Kipling,"Kipling, Rudyard",,"=""""","=""""",5,3.72,,Kindle Edition,40,,1888,2012/12/31,2012/12/30,,,read,,,,1,,,0,,,,,
15946635,The Angel Esmeralda: Nine Stories,Don DeLillo,"DeLillo, Don",,"=""1447207564""","=""9781447207566""",1,3.72,Picador,Paperback,211,2012,2011,2012/12/28,2012/12/12,time-wasted,time-wasted (#19),read,,,,1,,,0,,,,,
8157142,Diary of a Madman and Other Stories ,Nikolai Gogol,"Gogol, Nikolai",,"=""""","=""""",4,4.12,,Kindle Edition,372,,1835,2012/12/28,2012/12/28,,,read,,,,1,,,0,,,,,
269322,The Raven and Other Poems,Edgar Allan Poe,"Poe, Edgar Allan",Philip Pullman,"=""0439224063""","=""9780439224062""",4,4.30,Scholastic Paperbacks,Paperback,73,2002,1845,,2012/12/28,,,read,,,,1,,,0,,,,,
28700,Falling Man,Don DeLillo,"DeLillo, Don",,"=""1416546022""","=""9781416546023""",1,3.22,Scribner,Hardcover,246,2007,2007,2012/12/28,2011/12/12,time-wasted,time-wasted (#6),read,,,,1,,,0,,,,,
64284,Heaven and Hell,Aldous Huxley,"Huxley, Aldous",,"=""0060802197""","=""9780060802196""",4,3.56,Harper Collins,Hardcover,80,1956,1956,2012/12/26,2012/12/19,,,read,,,,1,,,0,,,,,
669780,Season of Migration to the North,Tayeb Salih,"Salih, Tayeb","Denys Johnson-Davies, الطيب صالح","=""0435900668""","=""9780435900663""",0,3.71,Heinemann,Paperback,176,1970,1966,,2012/12/26,to-read,to-read (#94),to-read,,,,0,,,0,,,,,
19351,The Epic of Gilgamesh,Anonymous,"Anonymous, Anonymous",N.K. Sandars,"=""0141026286""","=""9780141026282""",0,3.69,Penguin Books Limited,Paperback,120,2006,-1800,,2012/12/26,to-read,to-read (#93),to-read,,,,0,,,0,,,,,
56373,Tipping the Velvet,Sarah Waters,"Waters, Sarah",,"=""1573227889""","=""9781573227889""",0,4.02,Riverhead Books,Paperback,472,2000,1998,,2012/12/26,to-read,to-read (#92),to-read,,,,0,,,0,,,,,
42603,Black Like Me,John Howard Griffin,"Griffin, John Howard",,"=""0451208641""","=""9780451208644""",0,4.13,Berkley Books,Paperback,208,2003,1960,,2012/12/26,to-read,to-read (#91),to-read,,,,0,,,0,,,,,
67,The Known World,Edward P. Jones,"Jones, Edward P.",,"=""0061159174""","=""9780061159176""",0,3.83,Amistad,Paperback,388,2006,2003,,2012/12/26,to-read,to-read (#89),to-read,,,,0,,,0,,,,,
205368,Your Blues Ain't Like Mine,Bebe Moore Campbell,"Campbell, Bebe Moore",,"=""0345401123""","=""9780345401120""",0,4.22,One World/Ballantine,Paperback,448,1995,1992,,2012/12/26,to-read,to-read (#90),to-read,,,,0,,,0,,,,,
1094593,Go Ask Alice,Beatrice Sparks,"Sparks, Beatrice",,"=""0552093327""","=""9780552093323""",1,3.76,Corgi,Paperback,154,1973,1971,2012/12/21,2012/11/18,time-wasted,time-wasted (#16),read,,,,1,,,0,,,,,
591705,Studies in Classic American Literature,D.H. Lawrence,"Lawrence, D.H.",,"=""0140183779""","=""9780140183771""",2,4.08,Penguin Classics,Paperback,192,1990,1923,2012/12/20,2012/09/21,,,read,,,,1,,,0,,,,,
1857440,"John Dies at the End (John Dies at the End, #1)",David  Wong,"Wong, David",,"=""0978970764""","=""9780978970765""",0,3.90,Permuted Press,Paperback,362,2007,2007,,2012/12/16,to-read,to-read (#87),to-read,,,,0,,,0,,,,,
553027,"Racist America: Roots, Current Realities, and Future Reparations",Joe R. Feagin,"Feagin, Joe R.",,"=""0415925320""","=""9780415925327""",4,4.03,Routledge,Paperback,320,2001,2000,2012/12/17,2012/12/16,,,read,,,,1,,,0,,,,,
11990,The Rebel,Albert Camus,"Camus, Albert","Anthony Bower, Herbert Read","=""0679733841""","=""9780679733843""",0,4.15,Vintage,Paperback,320,1992,1951,,2012/12/15,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
76620,"Watership Down (Watership Down, #1)",Richard  Adams,"Adams, Richard",,"=""038039586X""","=""9780380395866""",0,4.06,Avon Books,Mass Market Paperback,478,1975,1972,,2012/12/15,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
7732306,"Liberty, Equality, Power: Concise: A History of the American People",John M. Murrin,"Murrin, John M.","Paul E. Johnson, James M. McPherson, Alice Fahs, Gary Gerstle","=""1439084955""","=""9781439084953""",5,3.68,Wadsworth Publishing Company,Paperback,903,2010,1996,2012/12/10,2011/09/15,,,read,,,,1,,,0,,,,,
428,Play It As It Lays,Joan Didion,"Didion, Joan",David Thomson,"=""0374529949""","=""9780374529949""",0,3.88,"Farrar, Straus and Giroux",Paperback,231,2005,1970,,2012/12/12,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
12468,The Executioner's Song,Norman Mailer,"Mailer, Norman",,"=""0375700811""","=""9780375700811""",0,4.07,Vintage Books USA,Paperback,1056,1998,1979,,2012/12/12,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
110331,The Federalist Papers,Alexander Hamilton,"Hamilton, Alexander","James Madison, John Jay, Philo-Publius, Clinton Rossiter, Charles R. Kessler","=""0451528816""","=""9780451528810""",2,4.08,Signet Classics,Paperback,688,2003,1787,2012/12/04,2012/11/27,,,read,,,,1,,,0,,,,,
114363,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,"Pirsig, Robert M.",,"=""0553277472""","=""9780553277470""",4,3.77,Bantam New Age Books,Paperback,380,1984,1974,2012/12/02,2010/10/16,,,read,,,,1,,,0,,,,,
8302892,The Ant King: And Other Stories,Benjamin Rosenbaum,"Rosenbaum, Benjamin",,"=""""","=""""",3,3.66,,Kindle Edition,272,,2006,2012/11/25,2012/11/23,,,read,,,,1,,,0,,,,,
1599626,Letters from an American Farmer,J. Hector St. John de Crèvecoeur,"Crèvecoeur, J. Hector St. John de",,"=""1406957046""","=""9781406957044""",2,3.19,Hard Press,Paperback,140,2006,1782,2012/11/22,2012/11/21,,,read,,,,1,,,0,,,,,
686373,Harlem: The Making of a Ghetto: Negro New York 1890-1930,Gilbert Osofsky,"Osofsky, Gilbert",,"=""1566631041""","=""9781566631044""",4,3.98,Ivan R. Dee Publisher,Paperback,300,1996,1971,2012/11/19,2012/11/18,,,read,,,,1,,,0,,,,,
14236364,The Administration of the Colonies,Thomas Pownall,"Pownall, Thomas",,"=""1275788122""","=""9781275788121""",3,3.00,"Gale Ecco, Sabin Americana",Paperback,290,2012,1764,2012/11/15,2012/11/15,,,read,,,,1,,,0,,,,,
9420884,International Law,Rebecca Wallace,"Wallace, Rebecca",,"=""1847036317""","=""9781847036315""",2,3.89,,,386,,2005,2012/05/17,2012/04/11,,,read,,,,1,,,0,,,,,
584512,Mules and Men,Zora Neale Hurston,"Hurston, Zora Neale",,"=""0060916486""","=""9780060916480""",0,4.10,Amistad,Paperback,341,1990,1935,,2012/11/09,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
54761,Uncle Tom's Children,Richard Wright,"Wright, Richard",Richard Yarborough,"=""0060587148""","=""9780060587147""",0,4.09,HarperPerennial,Paperback,301,2004,1938,,2012/11/09,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
28212,"And the Band Played On: Politics, People, and the AIDS Epidemic",Randy Shilts,"Shilts, Randy",William Greider,"=""0312241356""","=""9780312241353""",4,4.37,Stonewall Inn Editions,Paperback,656,2000,1987,2012/11/09,2012/10/20,,,read,,,,1,,,0,,,,,
1643975,The Cotton Club,James Haskins,"Haskins, James",,"=""0781802482""","=""9780781802482""",4,3.88,Hippocrene Books,Paperback,213,1994,1977,2012/11/09,2012/11/09,,,read,,,,1,,,0,,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, ویدا اسلامیه","=""""","=""""",3,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2010/10/13,,,read,,,,1,,,0,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",3,4.57,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2010/10/13,,,read,,,,1,,,0,,,,,
469361,The Sot-Weed Factor,John Barth,"Barth, John",,"=""0385240880""","=""9780385240888""",0,4.09,Anchor,Paperback,758,1987,1960,,2012/11/06,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
254316,Cancer Ward,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr","Nicholas Bethell, David Burg","=""0099575515""","=""9780099575511""",0,4.21,Vintage Classics,Paperback,576,2003,1968,,2012/11/06,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
28381,Dead Souls,Nikolai Gogol,"Gogol, Nikolai","Robert A. Maguire, Nikolai Gogol, Zlatko Crnković","=""0140448071""","=""9780140448078""",0,3.98,Penguin Classics,Paperback,464,2004,1842,,2012/11/06,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
70401,On the Road,Jack Kerouac,"Kerouac, Jack",,"=""0140042598""","=""9780140042597""",4,3.62,Penguin Books,Paperback,307,1976,1957,,2010/10/13,,,read,,,,1,,,0,,,,,
87751,Choke,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0224061909""","=""9780224061902""",4,3.70,Jonathan Cape London,Paperback,293,2001,2001,,2012/10/29,,,read,,,,1,,,0,,,,,
425112,The Crucible,Arthur  Miller,"Miller, Arthur",,"=""0141182555""","=""9780141182551""",4,3.59,Penguin Classics,Paperback,127,2000,1953,2012/10/28,2011/12/09,,,read,,,,1,,,0,,,,,
12381,"Wilderness: The Lost Writings, Vol. 1",Jim Morrison,"Morrison, Jim",,"=""0679726225""","=""9780679726227""",1,3.96,Random House Vintage Books,Paperback,214,1989,1988,2012/10/15,2012/10/14,,,read,,,,1,,,0,,,,,
48002,"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0061031321""","=""9780061031328""",4,4.26,HarperTorch,Paperback,378,2008,2001,,2010/10/14,,,read,,,,1,,,0,,,,,
435488,Copenhagen,Michael Frayn,"Frayn, Michael",,"=""0385720793""","=""9780385720793""",0,4.01,Anchor Books,Paperback,132,2000,1998,,2012/10/03,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
53031,The Fall of America: Poems of These States 1965-1971,Allen Ginsberg,"Ginsberg, Allen",,"=""0872860639""","=""9780872860636""",5,4.10,City Lights,Paperback,188,2001,1972,2012/09/23,2012/09/07,,,read,,,,1,,,0,,,,,
21348,Aesop's Fables,Aesop,"Aesop, Aesop","Laura Harris, Laura   Gibbs","=""0192840509""","=""9780192840509""",4,4.05,Oxford University Press,Paperback,306,2003,-560,,2012/09/21,,,read,,,,1,,,0,,,,,
690052,Curie and Radioactivity,Paul Strathern,"Strathern, Paul",,"=""0385492464""","=""9780385492461""",2,3.90,Anchor,Paperback,112,1999,1999,2012/09/21,2012/09/21,,,read,,,,1,,,0,,,,,
1292600,"Latin American Civilization: History And Society, 1492 To The Present, Seventh Edition",Benjamin Keen,"Keen, Benjamin",Benjamin Keen,"=""0813336236""","=""9780813336237""",4,3.38,Westview Press,Paperback,520,2000,1974,2012/09/16,2011/11/02,,,read,,,,1,,,0,,,,,
868668,A Book of Nonsense,Edward Lear,"Lear, Edward",,"=""0679417982""","=""9780679417989""",4,3.65,Everyman's Library,Hardcover,288,1992,1846,2012/07/10,2012/07/10,,,read,,,,1,,,0,,,,,
592676,The Grifters,Jim Thompson,"Thompson, Jim",,"=""0679732489""","=""9780679732488""",0,3.86,Vintage Books,Paperback,189,1990,1963,,2012/07/03,to-read,to-read (#73),to-read,,,,0,,,0,,,,,
355190,Orientalism,Edward W. Said,"Said, Edward W.",Jean-Leon Gerome,"=""""","=""""",0,4.08,Vintage,Paperback,395,2003,1978,,2012/07/03,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
164019,The Theory of the Leisure Class,Thorstein Veblen,"Veblen, Thorstein",Alan Wolfe,"=""0375757872""","=""9780375757877""",4,3.92,Modern Library,Paperback,320,2001,1899,,2012/06/01,to-read,to-read (#71),to-read,,,,0,,,0,,,,,
1115111,"Cold War Culture: Media & the Arts, 1945-1990",Richard Alan Schwartz,"Schwartz, Richard Alan",,"=""0816042640""","=""9780816042647""",4,3.60,Checkmark Books,Paperback,376,2000,1997,,2012/05/25,,,read,,,,1,,,0,,,,,
11857855,End Zone,Don DeLillo,"DeLillo, Don",,"=""0330524968""","=""9780330524964""",4,3.64,Picador USA,Paperback,231,2011,1972,2012/04/28,2011/12/09,,,read,,,,1,,,0,,,,,
289149,"Eragon (Inheritance, #1)",Christopher Paolini,"Paolini, Christopher",,"=""0440240735""","=""9780440240730""",2,3.90,Laurel Leaf Library,Paperback,754,2007,2002,,2012/04/27,,,read,,,,1,,,0,,,,,
101299,The Reader,Bernhard Schlink,"Schlink, Bernhard",Carol Brown Janeway,"=""0375408266""","=""9780375408267""",2,3.76,Pantheon,Hardcover,216,1997,1995,,2010/10/13,,,read,,,,1,,,0,,,,,
11762,White Noise,Don DeLillo,"DeLillo, Don",,"=""0140283307""","=""9780140283303""",0,3.87,Penguin Books,Paperback,320,1999,1985,,2012/04/27,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
