Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
8828141,A Winter in Central America and Mexico,Helen Josephine Sanborn,"Sanborn, Helen Josephine",,"=""1150253819""","=""9781150253812""",3,3.67,General Books,Paperback,58,2012,1886,2012/05/27,2012/05/27,,,read,,,,1,,,0,,,,,
3272165,Bad Science,Ben Goldacre,"Goldacre, Ben",,"=""0007240198""","=""9780007240197""",0,4.07,Fourth Estate,Paperback,338,2008,2008,,2018/04/18,to-read,to-read (#244),to-read,,,,0,,,0,,,,,
23316,Round Ireland with a Fridge,Tony Hawks,"Hawks, Tony",,"=""0312274920""","=""9780312274924""",0,3.80,Thomas Dunne Books,Paperback,248,2001,1997,,2018/04/18,to-read,to-read (#243),to-read,,,,0,,,0,,,,,
34197836,"The Girl Who Takes an Eye for an Eye (Millennium, #5)",David Lagercrantz,"Lagercrantz, David",,"=""""","=""""",5,3.77,Vintage Crime/Black Lizard,Kindle Edition,348,2017,2017,,2018/03/29,"2018, listened-to","2018 (#10), listened-to (#26)",read,,,,1,,,0,,,,,
19288903,Decameron,Giovanni Boccaccio,"Boccaccio, Giovanni",J.G. Nichols,"=""""","=""""",3,3.88,Vintage,Kindle Edition,698,2010,1351,2018/02/06,2011/12/09,,,read,,,,1,,,0,,,,,
103104,Njal's Saga,Anonymous,"Anonymous, Anonymous",Robert Cook,"=""0140447695""","=""9780140447699""",0,3.97,Penguin Classics,Paperback,384,2001,1280,,2018/02/06,to-read,to-read (#242),to-read,,,,0,,,0,,,,,
22642465,The Book of Harlan,Bernice L. McFadden,"McFadden, Bernice L.",,"=""1617754463""","=""9781617754463""",0,4.09,Akashic Books,Paperback,400,2016,2016,,2018/01/24,to-read,to-read (#239),to-read,,,,0,,,0,,,,,
30971664,Salt Houses,Hala Alyan,"Alyan, Hala",,"=""0544912586""","=""9780544912588""",0,3.89,Houghton Mifflin Harcourt,Hardcover,312,2017,2017,,2018/01/22,to-read,to-read (#237),to-read,,,,0,,,0,,,,,
33253215,The Heart's Invisible Furies,John Boyne,"Boyne, John",,"=""1524760781""","=""9781524760786""",0,4.47,Hogarth Press,Hardcover,582,2017,2017,,2018/01/22,to-read,to-read (#236),to-read,,,,0,,,0,,,,,
14061115,Plaguewalker,Gemma Tarlach,"Tarlach, Gemma",,"=""0985260505""","=""9780985260507""",0,4.01,Grunaskhan Books,Paperback,180,2012,2012,,2018/01/19,to-read,to-read (#234),to-read,,,,0,,,0,,,,,
29584452,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",4,4.03,Doubleday,Kindle Edition,322,2016,2016,2017/12/19,2017/12/07,,,read,,,,1,,,0,,,,,
31928232,"The Color of Magic (Discworld, #1)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",4,3.99,HarperCollins ,Kindle Edition,293,2016,1983,2016/12/17,2010/10/14,2016,2016 (#26),read,,,,1,,,0,,,,,
9875816,The Bonfire of the Vanities,Tom Wolfe,"Wolfe, Tom",Joe Barrett,"=""1433288486""","=""9781433288487""",3,3.86,Findaway World,Audiobook,31,2009,1987,2016/12/23,2012/12/12,2016,2016 (#25),read,,,,1,,,0,,,,,
64923,Darwin's Radio (Darwin's Radio #1),Greg Bear,"Bear, Greg",,"=""0345459814""","=""9780345459817""",3,3.71,Ballantine Books,Paperback,448,2003,1999,2017/02/18,2014/03/09,2017,2017 (#7),read,,,,1,,,0,,,,,
1787443,The Ginseng Hunter,Jeff Talarigo,"Talarigo, Jeff",,"=""0385517394""","=""9780385517393""",2,3.65,Nan A. Talese,Hardcover,177,2008,2008,2017/06/28,2016/09/22,2017,2017 (#5),read,,,,1,,,0,,,,,
7581796,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",4,4.25,Disney Hyperion,Kindle Edition,396,2009,2005,2017/12/01,2013/05/28,2017,2017 (#2),read,,,,1,,,0,,,,,
25490,To Have or to Be? The Nature of the Psyche,Erich Fromm,"Fromm, Erich",,"=""0826417388""","=""9780826417381""",0,4.19,Continuum International Publishing Group,Paperback,182,2005,1976,,2017/10/19,to-read,to-read (#233),to-read,,,,0,,,0,,,,,
26150770,"The Big Picture: On the Origins of Life, Meaning, and the Universe Itself",Sean Carroll,"Carroll, Sean",,"=""0525954821""","=""9780525954828""",0,4.18,Dutton,Hardcover,480,2016,2016,,2017/08/30,to-read,to-read (#232),to-read,,,,0,,,0,,,,,
12980712,The Dream of the Celt,Mario Vargas Llosa,"Llosa, Mario Vargas",Edith Grossman,"=""0374143463""","=""9780374143466""",0,3.77,"Farrar, Straus and Giroux",Hardcover,368,2012,2010,,2016/08/15,to-read,to-read (#230),to-read,,,,0,,,0,,,,,
24611681,At the Edge of the Orchard,Tracy Chevalier,"Chevalier, Tracy",,"=""0525953000""","=""9780525953005""",0,3.63,Viking,Hardcover,289,2016,2016,,2016/09/01,to-read,to-read (#229),to-read,,,,0,,,0,,,,,
2526,Blindness,José Saramago,"Saramago, José",Giovanni Pontiero,"=""0156007754""","=""9780156007757""",0,4.13,Houghton Mifflin Harcourt Publishing Company,Paperback,326,1999,1995,,2014/11/27,to-read,to-read (#228),to-read,,,,0,,,0,,,,,
4588,Extremely Loud & Incredibly Close,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""0618711651""","=""9780618711659""",0,3.98,Mariner Books,Paperback,326,2006,2005,,2012/03/15,to-read,to-read (#227),to-read,,,,0,,,0,,,,,
6837342,"International Relations, Brief Edition",Joshua S. Goldstein,"Goldstein, Joshua S.",Jon C. Pevehouse,"=""0205723918""","=""9780205723911""",1,3.72,Longman,Paperback,432,2009,1984,2012/04/01,2012/02/12,time-wasted,time-wasted (#17),read,,,,1,,,0,,,,,
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann",Hilda Rosner,"=""""","=""""",5,4.03,Bantam Books,Mass Market Paperback,152,1981,1922,2016/10/31,2010/10/13,2016,2016 (#24),read,,,,1,,,0,,,,,
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",2,3.91,Seal Books,Paperback,460,2006,2001,,2010/10/13,"2016, listened-to","2016 (#23), listened-to (#18)",read,,,,1,,,0,,,,,
11382184,The Optimism Bias: A Tour of the Irrationally Positive Brain,Tali Sharot,"Sharot, Tali",,"=""0307379833""","=""9780307379832""",3,3.78,Vintage,ebook,288,2011,2011,,2016/10/10,"2016, listened-to","2016 (#22), listened-to (#17)",read,,,,1,,,0,,,,,
23719398,$2.00 a Day: Living on Almost Nothing in America,Kathryn J. Edin,"Edin, Kathryn J.","H. Luke Shaefer, Kathryn Edin","=""0544303180""","=""9780544303188""",2,3.96,Houghton Mifflin Harcourt,Hardcover,210,2015,2015,2016/09/30,2016/09/22,"2016, listened-to","2016 (#19), listened-to (#16)",read,,,,1,,,0,,,,,
1654163,Steps Through the Mist,Zoran Živković,"Živković, Zoran",Alice Copple-Tošić,"=""1933083107""","=""9781933083100""",4,3.88,Aio Publishing Company,Hardcover,125,2007,2003,2016/09/22,2016/09/22,2016,2016 (#20),read,,,,1,,,0,,,,,
15797397,Salt Sugar Fat: How the Food Giants Hooked Us,Michael Moss,"Moss, Michael",,"=""1400069807""","=""9781400069804""",4,3.98,Random House,Hardcover,480,2013,2013,,2016/09/22,"2016, listened-to","2016 (#18), listened-to (#15)",read,,,,1,,,0,,,,,
10480387,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",,"=""006207993X""","=""9780062079930""",0,4.14,William Morrow Paperbacks,Paperback,268,2011,1949,,2013/05/17,to-read,to-read (#225),to-read,,,,0,,,0,,,,,
48503,The Worst Journey in the World,Apsley Cherry-Garrard,"Cherry-Garrard, Apsley",Caroline Alexander,"=""0143039385""","=""9780143039389""",0,4.17,Penguin Classics,Paperback,640,2006,1922,,2016/04/03,to-read,to-read (#222),to-read,,,,0,,,0,,,,,
7857195,Squirrel Seeks Chipmunk,David Sedaris,"Sedaris, David",Ian Falconer,"=""0316038393""","=""9780316038393""",2,3.36,"Little, Brown and Company",Hardcover,159,2010,2010,,2016/07/14,2016,2016 (#16),read,,,,1,,,0,,,,,
830616,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",5,4.14,Harvest / Harcourt,Mass Market Paperback,311,2004,1966,2016/06/27,2013/05/17,favorites,favorites (#4),read,,,,1,,,0,,,,,
18266071,The Goldfinch,Donna Tartt,"Tartt, Donna",David Pittu,"=""1478952733""","=""9781478952732""",5,3.92,Hachette Audio,Audiobook,32,2013,2013,2016/06/02,2016/05/15,"listened-to, 2016","listened-to (#14), 2016 (#15)",read,,,,1,,,0,,,,,
18667069,The Hunger Games (The Hunger Games #1),Suzanne Collins,"Collins, Suzanne",,"=""1407139797""","=""9781407139791""",2,4.33,Scholastic,Paperback,448,2013,2008,2016/05/22,2016/04/28,2016,2016 (#14),read,,,,1,,,0,,,,,
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,"=""0307592731""","=""9780307592736""",4,4.01,Knopf,Hardcover,315,2012,2012,2016/04/28,2016/04/29,"2016, listened-to","2016 (#13), listened-to (#13)",read,,,,1,,,0,,,,,
27506917,Highland Raven,Melanie Karsak,"Karsak, Melanie",,"=""0692478191""","=""9780692478196""",0,3.96,Clockpunk Press,Paperback,266,2015,2014,,2016/04/24,to-read,to-read (#221),to-read,,,,0,,,0,,,,,
12232795,Babel No More: The Search for the World's Most Extraordinary Language Learners,Michael Erard,"Erard, Michael",,"=""1451628250""","=""9781451628258""",1,3.53,Free Press,Hardcover,307,2012,2012,2016/02/24,2015/12/12,"time-wasted, 2016","time-wasted (#28), 2016 (#6)",read,"The description of the goal and the methods applied was prolific; however,  the findings were minimal and all not too surprising.",,,1,,,0,,,,,
5214,"Cry, the Beloved Country",Alan Paton,"Paton, Alan",,"=""0743262174""","=""9780743262170""",4,3.90,Scribner,Paperback,316,2003,1948,2016/03/14,2012/03/31,2016,2016 (#4),read,,,,1,,,0,,,,,
567706,The Origin Of Humankind,Richard E. Leakey,"Leakey, Richard E.",,"=""0465031358""","=""9780465031351""",2,3.94,Basic Books,Hardcover,192,1994,1981,2016/03/16,2015/11/28,2016,2016 (#3),read,,,,1,,,0,,,,,
1113856,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""""","=""""",4,4.00,Knopf Doubleday Publishing Group,Paperback,308,1991,1947,2016/04/03,2016/04/03,2016,2016 (#2),read,,,,1,,,0,,,,,
6613956,The Solitude of Prime Numbers,Paolo Giordano,"Giordano, Paolo",Shaun Whiteside,"=""0670021482""","=""9780670021482""",0,3.60,Pamela Dorman Books,Hardcover,271,2010,2008,,2014/07/19,to-read,to-read (#220),to-read,,,,0,,,0,,,,,
76776,Dandelion Wine,Ray Bradbury,"Bradbury, Ray",,"=""0553277537""","=""9780553277531""",2,4.08,Bantam,Paperback,239,1985,1957,,2010/10/16,to-read,to-read (#219),to-read,,,,0,,,0,,,,,
22825631,Our Endless Numbered Days,Claire Fuller,"Fuller, Claire",,"=""1941040012""","=""9781941040010""",0,3.66,Tin House Books,Paperback,394,2015,2015,,2016/04/05,to-read,to-read (#218),to-read,,,,0,,,0,,,,,
224655,Emil in the Soup Tureen,Astrid Lindgren,"Lindgren, Astrid","Björn Berg, Lilian Seaton","=""0670826588""","=""9780670826582""",4,4.31,Viking Children's Books,Hardcover,96,1989,1963,,2012/02/02,,,read,,,,1,,,0,,,,,
13486632,"The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared (The Hundred-Year-Old Man, #1)",Jonas Jonasson,"Jonasson, Jonas",Rod Bradbury,"=""1843913720""","=""9781843913726""",3,3.82,Hesperus Press,Paperback,396,2012,2009,,2016/02/11,"listened-to, to-read","listened-to (#9), to-read (#217)",to-read,,,,0,,,0,,,,,
10920,Cold Mountain,Charles Frazier,"Frazier, Charles",,"=""0802142842""","=""9780802142849""",0,3.86,Grove Press,Paperback,356,2006,1997,,2016/03/14,to-read,to-read (#216),to-read,,,,0,,,0,,,,,
23398606,"Alice (The Chronicles of Alice, #1)",Christina Henry,"Henry, Christina",,"=""0425266796""","=""9780425266793""",0,3.87,Ace,Paperback,291,2015,2015,,2016/03/14,to-read,to-read (#215),to-read,,,,0,,,0,,,,,
21413662,What If? Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",3,4.15,Houghton Mifflin Harcourt,Hardcover,303,2014,2014,2015/12/31,2014/11/10,listened-to,listened-to (#6),read,,,,1,,,0,,,,,
222652,The Quantum and the Lotus: A Journey to the Frontiers Where Science and Buddhism Meet,Matthieu Ricard,"Ricard, Matthieu",Trịnh Xuân Thuận,"=""1400080797""","=""9781400080793""",0,4.15,Broadway Books,Paperback,312,2004,2000,,2015/12/17,to-read,to-read (#214),to-read,,,,0,,,0,,,,,
142067,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,"Schlosser, Eric",Rick Adamson,"=""0739312502""","=""9780739312506""",3,3.74,Random House Audio,Audio CD,0,2004,2001,2015/12/12,2010/10/13,listened-to,listened-to (#5),read,,,,1,,,0,,,,,
20588640,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",Lena Dunham,"Dunham, Lena",,"=""080412731X""","=""9780804127318""",2,3.29,Random House Audio,Audio CD,,2014,2014,2015/11/29,2015/10/30,listened-to,listened-to (#4),read,,,,1,,,0,,,,,
451353,Le Spleen de Paris; Les Paradis Artificiels,Charles Baudelaire,"Baudelaire, Charles",,"=""2877142264""","=""9782877142267""",4,4.25,Bookking International,Paperback,315,1999,1860,,2010/10/14,,,read,,,,1,,,0,,,,,
10176,Dress Your Family in Corduroy and Denim,David Sedaris,"Sedaris, David",,"=""0965904830""","=""9780965904834""",4,4.10,"Little, Brown & Co.",Paperback,257,2004,2004,2015/11/04,2015/10/29,listened-to,listened-to (#3),read,,,,1,,,0,,,,,
20910157,Yes Please,Amy Poehler,"Poehler, Amy",,"=""0062268341""","=""9780062268341""",2,3.83,Dey St.,Hardcover,329,2014,2014,,2015/10/28,listened-to,listened-to (#2),read,,,,1,,,0,,,,,
2528,All the Names,José Saramago,"Saramago, José",Margaret Jull Costa,"=""0156010593""","=""9780156010597""",0,3.90,Mariner Books,Paperback,245,2001,1997,,2014/10/30,to-read,to-read (#213),to-read,,,,0,,,0,,,,,
13195658,Crochet 101: Master Basic Skills and Techniques Easily through Step-by-Step Instruction,Deborah Burger,"Burger, Deborah",Dee Stanziano,"=""1589236394""","=""9781589236394""",3,4.20,Quarry Books,Spiral-bound,192,2012,2012,2015/10/20,2015/09/18,,,read,,,,1,,,0,,,,,
5662413,El Gigante Egoista Y Otros Cuentos/ The selfish Giant and other stories,Oscar Wilde,"Wilde, Oscar",,"=""""","=""""",5,4.09,,Kindle Edition,,,,2014/09/04,2014/07/04,,,read,,,,1,,,0,,,,,
16248223,The Ghost Bride,Yangsze Choo,"Choo, Yangsze",,"=""0062227327""","=""9780062227324""",2,3.78,William Morrow,Hardcover,368,2013,2013,,2013/11/04,"to-read, listened-to, time-wasted","to-read (#212), listened-to (#1), time-wasted (#27)",to-read,,,,0,,,0,,,,,
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",2,3.92,Riverhead Books,Hardcover,325,2015,2015,2015/09/14,2015/08/14,,,read,,,,1,,,0,,,,,
16126596,The People in the Trees,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385536771""","=""9780385536776""",3,3.70,Doubleday,Hardcover,369,2013,2013,2015/09/10,2015/08/13,,,read,,,,1,,,0,,,,,
11199951,City Politics,Dennis R. Judd,"Judd, Dennis R.",Todd R. Swanstrom,"=""020503246X""","=""9780205032464""",3,3.71,Pearson,Paperback,448,2011,1988,2013/12/12,2013/09/18,,,read,,,,1,,,0,,,,,
45974,The Book of Disquiet,Fernando Pessoa,"Pessoa, Fernando",Richard Zenith,"=""0141183047""","=""9780141183046""",5,4.45,Penguin Classics,Paperback,544,2002,1982,,2014/10/04,to-read,to-read (#211),to-read,,,,0,,,0,,,,,
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",2,4.00,William Morrow Books,Hardcover,181,2013,2013,2015/08/05,2013/11/04,,,read,,,,1,,,0,,,,,
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""055358202X""","=""9780553582024""",3,4.14,Bantam Books,Mass Market Paperback,1061,2011,2005,2015/07/14,2015/05/04,,,read,,,,1,,,0,,,,,
951749,The Dying Earth (The Dying Earth #1),Jack Vance,"Vance, Jack",,"=""0671831526""","=""9780671831523""",0,3.92,Pocket Books,Paperback,156,1977,1950,,2015/07/14,to-read,to-read (#210),to-read,,,,0,,,0,,,,,
20803927,The Age of Reason,Jean-Paul Sartre,"Sartre, Jean-Paul",Eric Sutton,"=""""","=""""",0,3.98,Modern Library,Hardcover,397,2001,1945,,2015/05/14,to-read,to-read (#209),to-read,,,,0,,,0,,,,,
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",4,4.14,Vintage International,Paperback,467,2006,2002,,2014/06/01,to-read,to-read (#208),to-read,,,,0,,,0,,,,,
246683,The Big Sea,Langston Hughes,"Hughes, Langston",Joseph McLaren,"=""082621410X""","=""9780826214102""",2,4.18,University of Missouri,Hardcover,288,2002,1940,2012/12/29,2012/12/18,,,read,,,,1,,,0,,,,,
191373,Bestiario,Julio Cortázar,"Cortázar, Julio",,"=""8466309896""","=""9788466309899""",0,4.25,Punto de Lectura,Paperback,104,2008,1951,,2015/06/13,to-read,to-read (#207),to-read,,,,0,,,0,,,,,
17290815,On Anarchism,Noam Chomsky,"Chomsky, Noam",Nathan Schneider,"=""1595589104""","=""9781595589101""",2,3.92,The New Press,Paperback,128,2013,2005,2015/03/15,2014/12/20,,,read,,,,1,,,0,,,,,
77007,Like Water for Chocolate,Laura Esquivel,"Esquivel, Laura","Thomas  Christensen, Carol Christensen","=""0385420161""","=""9780385420167""",3,3.95,Bantam Doubleday Dell Publishing Group,Paperback,246,1992,1989,2015/03/13,2015/02/22,,,read,,,,1,,,0,,,,,
18465852,The Book of Unknown Americans,Cristina Henriquez,"Henriquez, Cristina",,"=""0385350848""","=""9780385350846""",4,3.88,Knopf,Hardcover,286,2014,2014,2015/02/19,2015/02/04,,,read,,,,1,,,0,,,,,
18310364,Ideology and Ideological State Apparatuses,Louis Althusser,"Althusser, Louis","Işık Ergüden, Alp Tümertekin","=""1781682151""","=""9781781682159""",4,4.10,Verso,ebook,288,2014,1970,2014/04/18,2014/02/12,ba,ba (#9),read,,,,1,,,0,,,,,
3324857,"The Star-Rover by Jack London, Fiction, Action & Adventure",Jack London,"London, Jack",,"=""1603124799""","=""9781603124799""",4,4.26,Aegypan,Paperback,228,2008,1914,2015/01/10,2013/05/22,,,read,,,,1,,,0,,,,,
21243178,Let It Snow,John Green,"Green, John","Maureen Johnson, Lauren Myracle","=""""","=""""",1,3.76,Penguin Group,Paperback,354,2013,2008,2014/12/20,2014/12/01,time-wasted,time-wasted (#26),read,,,,1,,,0,,,,,
3984393,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",2,3.99,Del Rey,Mass Market Paperback,180,1979,1953,2014/12/17,2014/11/27,,,read,,,,1,,,0,,,,,
193755,The Diving Bell and the Butterfly,Jean-Dominique Bauby,"Bauby, Jean-Dominique",Jeremy Leggatt,"=""0375701214""","=""9780375701214""",0,4.00,Vintage,Paperback,132,1998,1997,,2014/12/16,to-read,to-read (#206),to-read,,,,0,,,0,,,,,
6563599,Women,Charles Bukowski,"Bukowski, Charles",,"=""""","=""""",3,3.85,HarperCollins,Kindle Edition,302,2009,1978,2014/12/10,2010/12/21,,,read,,,,1,,,0,,,,,
2619,Great Expectations,Charles Dickens,"Dickens, Charles","David Trotter, Charlotte Mitchell","=""0141439564""","=""9780141439563""",2,3.78,Penguin Books ,Paperback,512,2002,1861,2014/12/12,2010/10/13,,,read,,,,1,,,0,,,,,
3392692,Beasts and Super-Beasts,Saki,"Saki, Saki",,"=""1406542865""","=""9781406542868""",0,4.11,Dodo Press,Paperback,192,2007,1914,,2014/12/06,to-read,to-read (#205),to-read,,,,0,,,0,,,,,
182385,Gothic Tales,Elizabeth Gaskell,"Gaskell, Elizabeth",Laura Kranzler,"=""014043741X""","=""9780140437416""",0,3.84,Penguin Books,Paperback,367,2000,2000,,2014/12/01,to-read,to-read (#204),to-read,,,,0,,,0,,,,,
54120,The Double,José Saramago,"Saramago, José",Margaret Jull Costa,"=""0151010404""","=""9780151010400""",0,3.90,Houghton Mifflin Harcourt,Hardcover,324,2004,2002,,2014/11/27,to-read,to-read (#203),to-read,,,,0,,,0,,,,,
3018539,Death with Interruptions,José Saramago,"Saramago, José",Margaret Jull Costa,"=""0151012741""","=""9780151012749""",0,4.00,Houghton Mifflin,Hardcover,238,2008,2005,,2014/11/27,to-read,to-read (#202),to-read,,,,0,,,0,,,,,
51113,The Samurai's Garden,Gail Tsukiyama,"Tsukiyama, Gail",,"=""0312144075""","=""9780312144074""",0,4.13,St. Martin's Griffin,Paperback,211,1995,1994,,2014/11/22,to-read,to-read (#201),to-read,,,,0,,,0,,,,,
18144053,The Museum of Extraordinary Things,Alice Hoffman,"Hoffman, Alice",,"=""1451693567""","=""9781451693560""",0,3.74,Scribner,Hardcover,368,2014,2014,,2014/11/18,to-read,to-read (#200),to-read,,,,0,,,0,,,,,
8476259,Приключенията на Лукчо,Gianni Rodari,"Rodari, Gianni","Светозар Златаров, Никола Иванов","=""9546571180""","=""9789546571182""",4,4.13,ПАН,Paperback,202,2003,1951,2004/01/01,2014/11/14,,,read,,,,1,,,0,,,,,
528816,"Le Deuxième Sexe: Les Faits et les Mythes (Le Deuxième Sexe, #1)",Simone de Beauvoir,"Beauvoir, Simone de",,"=""2070205134""","=""9782070205134""",4,4.25,,,,,1949,,2014/10/16,to-read,to-read (#199),to-read,,,,0,,,0,,,,,
7721,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0393967972""","=""9780393967975""",5,3.82,W. W. Norton & Company,Paperback,232,1996,1915,2014/11/06,2010/10/13,,,read,,,,1,,,0,,,,,
531509,Herland,Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",Ann J. Lane,"=""0394736656""","=""9780394736655""",3,3.49,Pantheon,Paperback,147,1979,1915,2014/10/24,2014/06/08,,,read,,,,1,,,0,,,,,
38503,Tales of Ordinary Madness,Charles Bukowski,"Bukowski, Charles",,"=""0872861554""","=""9780872861558""",0,3.92,City Lights Publishers,Paperback,238,2001,1983,,2014/10/24,to-read,to-read (#198),to-read,,,,0,,,0,,,,,
22817526,Внучката на господин Лин,Philippe Claudel,"Claudel, Philippe","Мария Георгиева, Ирина Македонска","=""""","=""9789547337107""",0,4.03,Прозорец,Paperback,104,2011,2005,,2014/10/20,to-read,to-read (#197),to-read,,,,0,,,0,,,,,
6357281,The Brief History of the Dead,Kevin Brockmeier,"Brockmeier, Kevin",,"=""""","=""""",3,3.67,Vintage,Kindle Edition,272,2006,2003,,2013/07/29,to-read,to-read (#196),to-read,,,,0,,,0,,,,,
99794,The Golem,Gustav Meyrink,"Meyrink, Gustav","Mike   Mitchell, Carlo Mainoldi","=""1873982917""","=""9781873982914""",0,3.88,Dedalus,Paperback,264,2000,1915,,2014/10/03,to-read,to-read (#195),to-read,,,,0,,,0,,,,,
62535,The Engineer of Human Souls,Josef Škvorecký,"Škvorecký, Josef",Paul Wilson,"=""1564781992""","=""9781564781994""",0,4.17,Dalkey Archive Press,Paperback,592,2000,1977,,2014/10/03,to-read,to-read (#194),to-read,,,,0,,,0,,,,,
6887551,"Маншон, Полуобувка и Мъхеста брада",Eno Raud,"Raud, Eno","Дора Янева, Ено Рауд","=""9545270578""","=""""",0,4.33,"Издателство ""Дамян Яков""",Paperback,182,1996,1972,1999/01/01,2014/09/24,,,read,,,,1,,,0,,,,,
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti","=""""","=""""",0,3.89,Signet Classics,Paperback,118,2002,1895,,2010/10/16,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0441788386""","=""9780441788385""",0,3.92,Ace,Paperback,525,1991,1961,,2010/10/13,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
27,Neither Here nor There: Travels in Europe,Bill Bryson,"Bryson, Bill",,"=""0380713802""","=""9780380713806""",0,3.86,William Morrow Paperbacks,Paperback,254,1993,1991,,2013/10/28,to-read,to-read (#139),to-read,,,,0,,,0,,,,,
381416,The Revolution of Everyday Life,Raoul Vaneigem,"Vaneigem, Raoul",Donald Nicholson-Smith,"=""0939306069""","=""9780939306060""",0,4.18,Left Bank Distribution,Paperback,279,1994,1967,,2014/09/22,to-read,to-read (#193),to-read,,,,0,,,0,,,,,
426504,Ficciones,Jorge Luis Borges,"Borges, Jorge Luis","Anthony Kerrigan, Anthony Bonner","=""0802130305""","=""9780802130303""",0,4.45,Grove Press,Paperback,174,1994,1944,,2014/09/01,to-read,to-read (#192),to-read,,,,0,,,0,,,,,
11691401,Tobacco Road,Erskine Caldwell,"Caldwell, Erskine",,"=""""","=""""",3,3.73,Open Road,Kindle Edition,187,2011,1932,2014/08/29,2013/04/30,,,read,,,,1,,,0,,,,,
